customerID,gender,GenderBinary,SeniorCitizen,Partner,PartnerBinary,Dependents,DependentBinary,tenure Month,PhoneService,PhoneServiceBinary,MultipleLines,MultipleLinesBinary,InternetService,InternetServiceBinary,OnlineSecurity,OnlineSecurity,OnlineBackup,OnlineBackupBinary,DeviceProtection,DeviceProtetionBinary,TechSupport,TechSupportBinary,StreamingTV,StreamingTVBinary,StreamingMovies,StreamingMoviesBinary,Contract,ContractBinary,PaperlessBilling,PaperlessBillingBinary,PaymentMethod,PMElectronicCheck,PMMailedCheck,PMCreditCardAuto,MonthlyCharges,TotalCharges,Churn,ChurnBinary
1708-PBBOA,Female,0,0,No,0,No,0,42,No,0,No phone service,0,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,No,1,Yes,2,One year,1,Yes,1,Electronic check,1,0,0,54.75,2348.45,No,0
8782-LKFPK,Male,1,0,No,0,No,0,44,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Mailed check,0,1,0,90.4,4063.00,No,0
5522-JBWMO,Male,1,0,No,0,Yes,1,1,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Electronic check,1,0,0,44,44.00,No,0
3597-MVHJT,Female,0,0,No,0,No,0,27,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,95.6,2595.25,No,0
9774-NRNAU,Male,1,1,Yes,1,No,0,27,Yes,1,Yes,2,DSL,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,84.8,2309.55,No,0
0224-RLWWD,Female,0,1,No,0,No,0,2,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,44.3,89.30,No,0
9967-ATRFS,Female,0,0,No,0,No,0,19,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,No,0,Mailed check,0,1,0,19.9,367.55,No,0
3951-NJCVI,Female,0,1,Yes,1,No,0,42,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,95.05,3944.50,No,0
2977-CEBSX,Female,0,0,No,0,No,0,66,Yes,1,Yes,2,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,90.05,5965.95,No,0
0177-PXBAT,Male,1,1,Yes,1,No,0,33,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,109.9,3694.70,No,0
6599-CEBNN,Female,0,0,No,0,No,0,34,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,73.95,2524.45,Yes,1
2519-ERQOJ,Male,1,1,No,0,No,0,33,No,0,No phone service,0,DSL,1,No,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,54.6,1803.70,No,0
5876-QMYLD,Female,0,0,Yes,1,Yes,1,23,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Mailed check,0,1,0,20.05,415.10,No,0
2277-AXSDC,Female,0,0,No,0,No,0,32,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Bank transfer (automatic),0,0,0,19.75,624.15,No,0
9442-JTWDL,Female,0,0,No,0,No,0,11,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Credit card (automatic),0,0,1,20.05,237.70,No,0
0979-PHULV,Male,1,0,Yes,1,Yes,1,69,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,99.45,7007.60,Yes,1
3067-SVMTC,Female,0,0,Yes,1,No,0,68,Yes,1,No,1,DSL,1,Yes,2,No,1,No,1,Yes,2,No,1,No,1,One year,1,No,0,Bank transfer (automatic),0,0,0,55.9,3848.80,No,0
5495-GPSRW,Male,1,0,No,0,No,0,20,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Mailed check,0,1,0,19.7,419.40,No,0
7606-BPHHN,Male,1,0,No,0,No,0,72,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Credit card (automatic),0,0,1,19.8,1468.75,No,0
4742-DRORA,Male,1,0,Yes,1,Yes,1,60,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,Yes,2,No,1,Yes,2,No,1,One year,1,Yes,1,Bank transfer (automatic),0,0,0,95.4,5812.00,No,0
0111-KLBQG,Male,1,1,Yes,1,Yes,1,32,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Mailed check,0,1,0,93.95,2861.45,No,0
4800-VHZKI,Female,0,0,No,0,No,0,1,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Mailed check,0,1,0,19.9,19.90,Yes,1
7989-CHGTL,Male,1,0,No,0,No,0,1,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Mailed check,0,1,0,19.6,19.60,Yes,1
0334-GDDSO,Male,1,1,No,0,No,0,3,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,81.35,233.70,Yes,1
4163-NCJAK,Female,0,0,Yes,1,No,0,46,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,Yes,1,Bank transfer (automatic),0,0,0,24.45,1066.15,No,0
5233-AOZUF,Female,0,0,Yes,1,No,0,29,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,74.95,2149.05,No,0
5973-EJGDP,Male,1,0,No,0,No,0,51,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,87.35,4473.00,No,0
1996-DBMUS,Female,0,1,Yes,1,No,0,48,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,70.65,3545.05,No,0
7916-VCCPB,Female,0,0,Yes,1,Yes,1,16,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,73.25,1195.75,No,0
4686-GEFRM,Male,1,0,Yes,1,No,0,70,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,No,1,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,98.7,6858.90,No,0
5249-QYHEX,Female,0,0,Yes,1,Yes,1,40,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Mailed check,0,1,0,24.8,1024.70,No,0
0578-SKVMF,Female,0,0,Yes,1,Yes,1,22,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,83.3,1845.90,Yes,1
5564-NEMQO,Female,0,1,No,0,No,0,1,Yes,1,No,1,Fiber optic,2,No,1,No,1,Yes,2,No,1,No,1,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,75.3,75.30,Yes,1
2233-FAGXV,Female,0,0,Yes,1,Yes,1,5,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Mailed check,0,1,0,24.3,132.25,No,0
5605-IYGFG,Female,0,0,No,0,No,0,7,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,69.85,515.45,No,0
7663-ZTEGJ,Male,1,0,No,0,Yes,1,29,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,No,1,Yes,2,One year,1,No,0,Credit card (automatic),0,0,1,100.55,2830.45,No,0
3935-TBRZZ,Male,1,0,Yes,1,Yes,1,44,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Mailed check,0,1,0,25.7,1110.50,No,0
8111-BKVDS,Female,0,0,No,0,No,0,10,No,0,No phone service,0,DSL,1,Yes,2,Yes,2,Yes,2,No,1,No,1,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,40.7,449.30,No,0
2055-SIFSS,Female,0,1,Yes,1,No,0,55,Yes,1,Yes,2,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,51.65,2838.55,No,0
2806-MLNTI,Male,1,1,Yes,1,No,0,52,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,105.1,5376.40,No,0
8734-DKSTZ,Female,0,0,Yes,1,Yes,1,10,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,85.95,858.60,No,0
4360-PNRQB,Male,1,0,No,0,No,0,18,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,75.6,1395.05,No,0
6152-ONASV,Female,0,0,Yes,1,No,0,68,Yes,1,Yes,2,DSL,1,Yes,2,No,1,No,1,Yes,2,No,1,No,1,One year,1,No,0,Bank transfer (automatic),0,0,0,58.25,3975.70,No,0
9063-ZGTUY,Female,0,0,Yes,1,Yes,1,61,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,Yes,1,Mailed check,0,1,0,19.4,1182.55,Yes,1
7781-HVGMK,Female,0,0,Yes,1,Yes,1,72,No,0,No phone service,0,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,65.2,4784.45,No,0
2181-UAESM,Male,1,0,No,0,No,0,2,Yes,1,No,1,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,No,1,Month-to-month,0,No,0,Electronic check,1,0,0,53.45,119.50,No,0
2957-LOLHO,Male,1,0,No,0,No,0,12,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,45.4,518.90,Yes,1
6048-NJXHX,Male,1,0,Yes,1,No,0,41,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Electronic check,1,0,0,19.75,899.45,No,0
2320-SLKMB,Female,0,0,No,0,No,0,26,No,0,No phone service,0,DSL,1,No,1,No,1,Yes,2,Yes,2,Yes,2,No,1,Month-to-month,0,Yes,1,Credit card (automatic),0,0,1,44.45,1183.80,No,0
4980-URKXC,Male,1,0,Yes,1,No,0,36,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Bank transfer (automatic),0,0,0,20.85,720.05,No,0
4376-KFVRS,Male,1,0,Yes,1,Yes,1,72,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,114.05,8468.20,No,0
5886-VLQVU,Male,1,0,Yes,1,No,0,35,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,Yes,2,No,1,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,89.85,3161.20,No,0
3577-AMVUX,Male,1,0,No,0,No,0,1,Yes,1,No,1,DSL,1,No,1,No,1,Yes,2,Yes,2,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,55.05,55.05,No,0
0771-WLCLA,Female,0,0,Yes,1,Yes,1,16,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,112.95,1882.55,No,0
5628-RKIFK,Female,0,1,No,0,No,0,49,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,No,0,Credit card (automatic),0,0,1,101.55,5070.40,No,0
0206-TBWLC,Female,0,0,Yes,1,No,0,54,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,Yes,1,Mailed check,0,1,0,114.65,6049.50,No,0
2937-FTHUR,Female,0,0,No,0,Yes,1,18,Yes,1,Yes,2,DSL,1,Yes,2,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,64.8,1166.70,No,0
1910-FMXJM,Female,0,0,Yes,1,No,0,36,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,80.4,2937.65,No,0
7752-XUSCI,Female,0,0,No,0,No,0,60,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,105.9,6396.45,Yes,1
4110-PFEUZ,Female,0,0,No,0,No,0,1,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,69.55,69.55,Yes,1
0732-OCQOC,Female,0,0,Yes,1,Yes,1,52,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,25.05,1270.25,No,0
5168-MSWXT,Male,1,0,Yes,1,Yes,1,8,Yes,1,No,1,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,94.75,759.55,No,0
1090-ESELR,Male,1,0,Yes,1,Yes,1,72,Yes,1,No,1,Fiber optic,2,Yes,2,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Bank transfer (automatic),0,0,0,105.5,7611.55,No,0
8592-PLTMQ,Female,0,0,No,0,No,0,64,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Mailed check,0,1,0,24.7,1642.75,No,0
5760-WRAHC,Female,0,1,No,0,No,0,22,Yes,1,No,1,DSL,1,Yes,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Month-to-month,0,Yes,1,Mailed check,0,1,0,69.75,1545.40,No,0
8847-GEOOQ,Male,1,0,Yes,1,No,0,60,No,0,No phone service,0,DSL,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,60.2,3582.40,No,0
0256-LTHVJ,Female,0,0,Yes,1,Yes,1,28,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,81.05,2227.10,Yes,1
4785-FCIFB,Female,0,0,Yes,1,No,0,61,Yes,1,Yes,2,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Mailed check,0,1,0,24.4,1417.90,No,0
8313-NDOIA,Female,0,0,No,0,No,0,24,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,104.15,2494.65,No,0
5149-CUZUJ,Male,1,0,Yes,1,Yes,1,28,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,No,1,One year,1,No,0,Bank transfer (automatic),0,0,0,92.9,2768.35,No,0
0942-KOWSM,Female,0,0,Yes,1,Yes,1,30,Yes,1,No,1,DSL,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Bank transfer (automatic),0,0,0,80.8,2369.30,No,0
4237-CLSMM,Male,1,0,Yes,1,No,0,2,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,No,0,Mailed check,0,1,0,20,38.00,No,0
1452-VOQCH,Male,1,0,No,0,No,0,1,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,75.1,75.10,No,0
4719-UMSIY,Male,1,0,No,0,Yes,1,6,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,No,0,Mailed check,0,1,0,19.65,100.90,No,0
6614-VBEGU,Female,0,0,Yes,1,No,0,24,Yes,1,No,1,DSL,1,No,1,Yes,2,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,69.45,1614.05,No,0
0880-TKATG,Male,1,0,Yes,1,Yes,1,4,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,101.15,385.90,Yes,1
3811-VBYBZ,Male,1,0,No,0,No,0,7,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,99.8,673.25,Yes,1
1480-BKXGA,Male,1,1,Yes,1,No,0,72,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,116.05,8404.90,No,0
2996-XAUVF,Male,1,0,No,0,No,0,70,No,0,No phone service,0,DSL,1,No,1,No,1,No,1,Yes,2,No,1,Yes,2,Two year,2,Yes,1,Mailed check,0,1,0,40.05,2799.75,No,0
9076-AXYIK,Male,1,1,Yes,1,No,0,64,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,No,0,Electronic check,1,0,0,102.1,6538.45,No,0
5968-XQIVE,Male,1,0,Yes,1,Yes,1,72,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,No,1,One year,1,Yes,1,Electronic check,1,0,0,89.7,6588.95,No,0
8896-RAZCR,Female,0,0,No,0,Yes,1,44,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Mailed check,0,1,0,19.9,868.10,No,0
4640-UHDOS,Female,0,0,Yes,1,Yes,1,13,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,No,0,Electronic check,1,0,0,55.95,734.35,Yes,1
4933-IKULF,Female,0,1,No,0,No,0,17,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,One year,1,No,0,Mailed check,0,1,0,20.65,330.60,No,0
3583-EKAPL,Male,1,0,No,0,No,0,1,Yes,1,No,1,DSL,1,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,55,55.00,Yes,1
1304-BCCFO,Male,1,0,Yes,1,No,0,9,Yes,1,No,1,DSL,1,No,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Mailed check,0,1,0,70.05,564.40,No,0
4104-PVRPS,Male,1,0,Yes,1,No,0,24,Yes,1,No,1,DSL,1,Yes,2,No,1,No,1,Yes,2,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,53.6,1315.35,No,0
9399-APLBT,Female,0,0,Yes,1,Yes,1,1,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,74.7,74.70,Yes,1
2359-KMGLI,Male,1,0,No,0,No,0,24,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,80.25,1861.50,Yes,1
3780-DDGSE,Male,1,1,Yes,1,Yes,1,35,Yes,1,No,1,DSL,1,No,1,Yes,2,No,1,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,76.05,2747.20,No,0
4431-EDMIQ,Female,0,0,Yes,1,Yes,1,7,Yes,1,No,1,DSL,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,75.7,554.05,No,0
0306-JAELE,Male,1,0,No,0,No,0,5,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,Yes,2,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,96.1,453.40,Yes,1
6227-HWPWX,Female,0,0,No,0,Yes,1,15,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Bank transfer (automatic),0,0,0,69,994.80,Yes,1
0486-LGCCH,Male,1,0,Yes,1,Yes,1,11,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Mailed check,0,1,0,19.65,225.75,No,0
0447-BEMNG,Female,0,0,Yes,1,No,0,48,No,0,No phone service,0,DSL,1,Yes,2,No,1,Yes,2,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,45.3,2145.00,Yes,1
4612-SSVHJ,Female,0,1,No,0,No,0,20,Yes,1,No,1,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,81.45,1671.60,No,0
5168-MQQCA,Female,0,0,Yes,1,No,0,72,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,108.5,8003.80,No,0
5949-XIKAE,Female,0,0,Yes,1,Yes,1,8,Yes,1,No,1,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,83.55,680.05,Yes,1
7971-HLVXI,Male,1,0,Yes,1,Yes,1,72,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,Yes,2,Two year,2,Yes,1,Credit card (automatic),0,0,1,84.5,6130.85,No,0
9094-AZPHK,Female,0,0,No,0,No,0,15,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,No,1,No,1,Yes,2,Yes,2,Month-to-month,0,Yes,1,Electronic check,1,0,0,100.15,1415.00,No,0
3649-JPUGY,Male,1,0,No,0,No,0,72,Yes,1,Yes,2,DSL,1,No,1,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,88.6,6201.95,No,0
4472-LVYGI,Female,0,0,Yes,1,Yes,1,0,No,0,No phone service,0,DSL,1,Yes,2,No,1,Yes,2,Yes,2,Yes,2,No,1,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,52.55,2275.00,No,0
8372-JUXUI,Male,1,0,No,0,Yes,1,1,Yes,1,Yes,2,Fiber optic,2,No,1,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,74.35,74.35,Yes,1
3552-CTCYF,Male,1,0,Yes,1,Yes,1,63,Yes,1,Yes,2,Fiber optic,2,No,1,Yes,2,Yes,2,No,1,Yes,2,Yes,2,Two year,2,Yes,1,Bank transfer (automatic),0,0,0,104.8,6597.25,No,0
6778-YSNIH,Female,0,0,No,0,No,0,2,Yes,1,No,1,DSL,1,No,1,Yes,2,No,1,No,1,Yes,2,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,59,114.15,No,0
0388-EOPEX,Female,0,0,Yes,1,No,0,2,Yes,1,No,1,Fiber optic,2,Yes,2,No,1,No,1,No,1,No,1,No,1,Month-to-month,0,Yes,1,Electronic check,1,0,0,74.4,139.40,Yes,1
5756-OZRIO,Male,1,1,Yes,1,No,0,61,Yes,1,Yes,2,DSL,1,No,1,Yes,2,No,1,No,1,No,1,Yes,2,One year,1,No,0,Bank transfer (automatic),0,0,0,64.05,3902.60,No,0
6579-JPICP,Male,1,0,No,0,No,0,1,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Month-to-month,0,No,0,Mailed check,0,1,0,20.4,20.40,No,0
8205-OTCHB,Male,1,0,No,0,No,0,22,No,0,No phone service,0,DSL,1,No,1,Yes,2,Yes,2,No,1,No,1,Yes,2,One year,1,Yes,1,Bank transfer (automatic),0,0,0,43.75,903.60,Yes,1
4134-BSXLX,Male,1,0,Yes,1,No,0,28,Yes,1,No,1,DSL,1,Yes,2,Yes,2,No,1,Yes,2,No,1,No,1,Month-to-month,0,No,0,Mailed check,0,1,0,60.9,1785.65,No,0
0505-SPOOW,Female,0,0,Yes,1,No,0,70,Yes,1,No,1,No,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,No internet service,0,Two year,2,No,0,Bank transfer (automatic),0,0,0,19.8,1397.65,No,0
6235-VDHOM,Female,0,1,No,0,No,0,5,No,0,No phone service,0,DSL,1,No,1,Yes,2,No,1,No,1,No,1,No,1,Month-to-month,0,No,0,Electronic check,1,0,0,28.45,131.05,Yes,1
7783-YKGDV,Female,0,0,No,0,No,0,12,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,No,1,No,1,Yes,2,Month-to-month,0,Yes,1,Bank transfer (automatic),0,0,0,99.7,1238.45,Yes,1
4374-YMUSQ,Male,1,0,No,0,No,0,34,Yes,1,Yes,2,Fiber optic,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,Yes,2,One year,1,No,0,Credit card (automatic),0,0,1,116.25,3899.05,No,0
4513-CXYIX,Female,0,1,Yes,1,No,0,71,Yes,1,Yes,2,Fiber optic,2,Yes,2,No,1,No,1,No,1,No,1,No,1,Two year,2,Yes,1,Credit card (automatic),0,0,1,80.7,5676.00,No,0
3957-HHLMR,Female,0,0,Yes,1,Yes,1,70,Yes,1,Yes,2,DSL,1,Yes,2,No,1,No,1,No,1,No,1,Yes,2,One year,1,No,0,Bank transfer (automatic),0,0,0,65.2,4543.15,No,0
